"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";"ID_en";"Name_en";"NumberOfPersons_en";"Year_en";"Month_en";
"5327";"Кристина";"45";"894617665";"2018";"сентябрь";"";"";"";"";"";
"5328";"Есения";"44";"894617689";"2018";"сентябрь";"";"";"";"";"";
"5329";"Мирослава";"44";"894617724";"2018";"сентябрь";"";"";"";"";"";
"5330";"Маргарита";"42";"894617751";"2018";"сентябрь";"";"";"";"";"";
"5331";"Ольга";"36";"894617771";"2018";"сентябрь";"";"";"";"";"";
"5332";"Юлия";"34";"894617793";"2018";"сентябрь";"";"";"";"";"";
"5333";"Ангелина";"33";"894617827";"2018";"сентябрь";"";"";"";"";"";
"5334";"Стефания";"31";"894617866";"2018";"сентябрь";"";"";"";"";"";
"5335";"Эмилия";"31";"894617892";"2018";"сентябрь";"";"";"";"";"";
"5336";"Мия";"29";"894617920";"2018";"сентябрь";"";"";"";"";"";
"5337";"Яна";"28";"894617946";"2018";"сентябрь";"";"";"";"";"";
"5338";"Евгения";"26";"894617972";"2018";"сентябрь";"";"";"";"";"";
"5339";"Диана";"26";"894617999";"2018";"сентябрь";"";"";"";"";"";
"5340";"Майя";"25";"894618027";"2018";"сентябрь";"";"";"";"";"";
"5341";"Элина";"25";"894618055";"2018";"сентябрь";"";"";"";"";"";
"5342";"Амелия";"22";"894618083";"2018";"сентябрь";"";"";"";"";"";
"5343";"Сафия";"22";"894618104";"2018";"сентябрь";"";"";"";"";"";
"5344";"Алия";"22";"894618126";"2018";"сентябрь";"";"";"";"";"";
"5345";"Аделина";"22";"894618153";"2018";"сентябрь";"";"";"";"";"";
"5346";"Аиша, Айша";"22";"894618236";"2018";"сентябрь";"";"";"";"";"";
"5347";"Злата";"21";"894618263";"2018";"сентябрь";"";"";"";"";"";
"5348";"Надежда";"20";"894618294";"2018";"сентябрь";"";"";"";"";"";
"5349";"Дарина";"20";"894618334";"2018";"сентябрь";"";"";"";"";"";
"5350";"Ясмина";"20";"894618459";"2018";"сентябрь";"";"";"";"";"";
"5351";"Марьям";"19";"894618499";"2018";"сентябрь";"";"";"";"";"";
"5352";"Николь";"19";"894618585";"2018";"сентябрь";"";"";"";"";"";
"5353";"Милена";"19";"894618617";"2018";"сентябрь";"";"";"";"";"";
"5354";"Агата";"19";"894618646";"2018";"сентябрь";"";"";"";"";"";
"5355";"Ника";"19";"894618665";"2018";"сентябрь";"";"";"";"";"";
"5356";"Ариана";"19";"894618694";"2018";"сентябрь";"";"";"";"";"";
"5357";"Татьяна";"18";"894618713";"2018";"сентябрь";"";"";"";"";"";
"5358";"Зоя";"18";"894618732";"2018";"сентябрь";"";"";"";"";"";
"5359";"Елена";"18";"894618757";"2018";"сентябрь";"";"";"";"";"";
"5360";"Камилла, Камила";"18";"894618784";"2018";"сентябрь";"";"";"";"";"";
"5361";"Оливия";"17";"894618807";"2018";"сентябрь";"";"";"";"";"";
"5362";"Амира";"16";"894618833";"2018";"сентябрь";"";"";"";"";"";
"5363";"Лейла";"15";"894618856";"2018";"сентябрь";"";"";"";"";"";
"5364";"Олеся, Алеся";"15";"894618883";"2018";"сентябрь";"";"";"";"";"";
"5365";"Владислава";"14";"894618940";"2018";"сентябрь";"";"";"";"";"";
"5366";"Фатима";"14";"894618982";"2018";"сентябрь";"";"";"";"";"";
"5367";"Серафима";"14";"894619054";"2018";"сентябрь";"";"";"";"";"";
"5368";"Ярослава";"13";"894619101";"2018";"сентябрь";"";"";"";"";"";
"5369";"Теона";"13";"894619137";"2018";"сентябрь";"";"";"";"";"";
"5370";"Каролина";"13";"894619171";"2018";"сентябрь";"";"";"";"";"";
"5371";"Мира";"12";"894619197";"2018";"сентябрь";"";"";"";"";"";
"5372";"Эмма";"12";"894619228";"2018";"сентябрь";"";"";"";"";"";
"5373";"Аврора";"12";"894619253";"2018";"сентябрь";"";"";"";"";"";
"5374";"Наталия, Наталья";"12";"894619282";"2018";"сентябрь";"";"";"";"";"";
"5375";"Лидия";"11";"894619314";"2018";"сентябрь";"";"";"";"";"";
"5376";"Мила";"11";"894619345";"2018";"сентябрь";"";"";"";"";"";
"5377";"Аглая";"11";"894619369";"2018";"сентябрь";"";"";"";"";"";
"5378";"Раяна";"11";"894619399";"2018";"сентябрь";"";"";"";"";"";
"5379";"Нина";"11";"894619420";"2018";"сентябрь";"";"";"";"";"";
"5380";"Агния";"10";"894619445";"2018";"сентябрь";"";"";"";"";"";
"5381";"Малика";"10";"894619479";"2018";"сентябрь";"";"";"";"";"";
"5382";"Ирина";"10";"894619502";"2018";"сентябрь";"";"";"";"";"";
"5383";"Айлин";"9";"894619528";"2018";"сентябрь";"";"";"";"";"";
"5384";"Муслима";"9";"894619563";"2018";"сентябрь";"";"";"";"";"";
"5385";"Медина";"9";"894619589";"2018";"сентябрь";"";"";"";"";"";
"5386";"Алисия";"9";"894619630";"2018";"сентябрь";"";"";"";"";"";
"5387";"Эвелина";"9";"894619661";"2018";"сентябрь";"";"";"";"";"";
"5388";"Самира";"9";"894619686";"2018";"сентябрь";"";"";"";"";"";
"5389";"Мадина";"9";"894619710";"2018";"сентябрь";"";"";"";"";"";
"5390";"Марианна";"8";"894619742";"2018";"сентябрь";"";"";"";"";"";
"5391";"Пелагея";"8";"894619770";"2018";"сентябрь";"";"";"";"";"";
"5392";"Светлана";"8";"894619794";"2018";"сентябрь";"";"";"";"";"";
"5393";"Амалия";"8";"894619825";"2018";"сентябрь";"";"";"";"";"";
"5394";"Асия";"8";"894619850";"2018";"сентябрь";"";"";"";"";"";
"5395";"Карина";"8";"894619895";"2018";"сентябрь";"";"";"";"";"";
"5396";"Мариам";"8";"894619931";"2018";"сентябрь";"";"";"";"";"";
"5397";"Аниса";"8";"894619962";"2018";"сентябрь";"";"";"";"";"";
"5398";"Мелания";"7";"894619999";"2018";"сентябрь";"";"";"";"";"";
"5399";"Аделя";"7";"894620024";"2018";"сентябрь";"";"";"";"";"";
"5400";"Лада";"7";"894620055";"2018";"сентябрь";"";"";"";"";"";
"5401";"София";"265";"1023016053";"2018";"Октябрь";"";"";"";"";"";
"5402";"Мария";"261";"1023016054";"2018";"Октябрь";"";"";"";"";"";
"5403";"Анна";"219";"1023016055";"2018";"Октябрь";"";"";"";"";"";
"5404";"Виктория";"197";"1023016056";"2018";"Октябрь";"";"";"";"";"";
"5405";"Полина";"183";"1023016057";"2018";"Октябрь";"";"";"";"";"";
"5406";"Алиса";"181";"1023016058";"2018";"Октябрь";"";"";"";"";"";
"5407";"Елизавета";"161";"1023016059";"2018";"Октябрь";"";"";"";"";"";
"5408";"Вероника";"148";"1023016060";"2018";"Октябрь";"";"";"";"";"";
"5409";"Александра";"144";"1023016061";"2018";"Октябрь";"";"";"";"";"";
"5410";"Анастасия";"143";"1023016062";"2018";"Октябрь";"";"";"";"";"";
"5411";"Екатерина";"128";"1023016063";"2018";"Октябрь";"";"";"";"";"";
"5412";"Ева";"120";"1023016064";"2018";"Октябрь";"";"";"";"";"";
"5413";"Дарья";"120";"1023016065";"2018";"Октябрь";"";"";"";"";"";
"5414";"Ксения";"118";"1023016066";"2018";"Октябрь";"";"";"";"";"";
"5415";"Милана";"112";"1023016067";"2018";"Октябрь";"";"";"";"";"";
"5416";"Василиса";"112";"1023016068";"2018";"Октябрь";"";"";"";"";"";
"5417";"Арина";"109";"1023016069";"2018";"Октябрь";"";"";"";"";"";
"5418";"Варвара";"103";"1023016070";"2018";"Октябрь";"";"";"";"";"";
"5419";"Валерия";"80";"1023016071";"2018";"Октябрь";"";"";"";"";"";
"5420";"Вера";"77";"1023016072";"2018";"Октябрь";"";"";"";"";"";
"5421";"Софья";"73";"1023016073";"2018";"Октябрь";"";"";"";"";"";
"5422";"Кира";"69";"1023016074";"2018";"Октябрь";"";"";"";"";"";
"5423";"Ульяна";"66";"1023016075";"2018";"Октябрь";"";"";"";"";"";
"5424";"Амина";"57";"1023016076";"2018";"Октябрь";"";"";"";"";"";
"5425";"Маргарита";"55";"1023016077";"2018";"Октябрь";"";"";"";"";"";
"5426";"Есения";"55";"1023016078";"2018";"Октябрь";"";"";"";"";"";
"5427";"Кристина";"52";"1023016079";"2018";"Октябрь";"";"";"";"";"";
"5428";"Таисия";"50";"1023016080";"2018";"Октябрь";"";"";"";"";"";
"5429";"Мирослава";"48";"1023016081";"2018";"Октябрь";"";"";"";"";"";
"5430";"Ольга";"47";"1023016082";"2018";"Октябрь";"";"";"";"";"";
"5431";"Алёна";"42";"1023016083";"2018";"Октябрь";"";"";"";"";"";
"5432";"Диана";"42";"1023016084";"2018";"Октябрь";"";"";"";"";"";
"5433";"Алина";"41";"1023016085";"2018";"Октябрь";"";"";"";"";"";
"5434";"Эмилия";"41";"1023016086";"2018";"Октябрь";"";"";"";"";"";
"5435";"Ника";"35";"1023016087";"2018";"Октябрь";"";"";"";"";"";
"5436";"Стефания";"34";"1023016088";"2018";"Октябрь";"";"";"";"";"";
"5437";"Яна";"34";"1023016089";"2018";"Октябрь";"";"";"";"";"";
"5438";"Юлия";"33";"1023016090";"2018";"Октябрь";"";"";"";"";"";
"5439";"Татьяна";"29";"1023016091";"2018";"Октябрь";"";"";"";"";"";
"5440";"Злата";"28";"1023016092";"2018";"Октябрь";"";"";"";"";"";
"5441";"Ангелина";"27";"1023016093";"2018";"Октябрь";"";"";"";"";"";
"5442";"Агата";"27";"1023016094";"2018";"Октябрь";"";"";"";"";"";
"5443";"Майя";"27";"1023016095";"2018";"Октябрь";"";"";"";"";"";
"5444";"Ясмина";"25";"1023016096";"2018";"Октябрь";"";"";"";"";"";
"5445";"Аделина";"25";"1023016097";"2018";"Октябрь";"";"";"";"";"";
"5446";"Амелия";"23";"1023016098";"2018";"Октябрь";"";"";"";"";"";
"5447";"Марьям";"23";"1023016099";"2018";"Октябрь";"";"";"";"";"";
"5448";"Дарина";"22";"1023016100";"2018";"Октябрь";"";"";"";"";"";
"5449";"Надежда";"22";"1023016101";"2018";"Октябрь";"";"";"";"";"";
"5450";"Ирина";"22";"1023016102";"2018";"Октябрь";"";"";"";"";"";
"5451";"Милена";"22";"1023016103";"2018";"Октябрь";"";"";"";"";"";
"5452";"Елена";"21";"1023016104";"2018";"Октябрь";"";"";"";"";"";
"5453";"Евгения";"20";"1023016105";"2018";"Октябрь";"";"";"";"";"";
"5454";"Алия";"19";"1023016106";"2018";"Октябрь";"";"";"";"";"";
"5455";"Сафия";"19";"1023016107";"2018";"Октябрь";"";"";"";"";"";
"5456";"Мадина";"18";"1023016108";"2018";"Октябрь";"";"";"";"";"";
"5457";"Элина";"17";"1023016109";"2018";"Октябрь";"";"";"";"";"";
"5458";"Аиша";"17";"1023016110";"2018";"Октябрь";"";"";"";"";"";
"5459";"Мия";"17";"1023016111";"2018";"Октябрь";"";"";"";"";"";
"5460";"Зоя";"16";"1023016112";"2018";"Октябрь";"";"";"";"";"";
"5461";"Фатима";"15";"1023016113";"2018";"Октябрь";"";"";"";"";"";
"5462";"Пелагея";"14";"1023016114";"2018";"Октябрь";"";"";"";"";"";
"5463";"Ариана";"14";"1023016115";"2018";"Октябрь";"";"";"";"";"";
"5464";"Марьяна";"13";"1023016116";"2018";"Октябрь";"";"";"";"";"";
"5465";"Оливия";"13";"1023016117";"2018";"Октябрь";"";"";"";"";"";
"5466";"Марта";"13";"1023016118";"2018";"Октябрь";"";"";"";"";"";
"5467";"Алисия";"12";"1023016119";"2018";"Октябрь";"";"";"";"";"";
"5468";"Серафима";"12";"1023016120";"2018";"Октябрь";"";"";"";"";"";
"5469";"Владислава";"11";"1023016121";"2018";"Октябрь";"";"";"";"";"";
"5470";"Антонина";"11";"1023016122";"2018";"Октябрь";"";"";"";"";"";
"5471";"Мила";"10";"1023016123";"2018";"Октябрь";"";"";"";"";"";
"5472";"Амира";"10";"1023016124";"2018";"Октябрь";"";"";"";"";"";
"5473";"Асия";"10";"1023016125";"2018";"Октябрь";"";"";"";"";"";
"5474";"Наталья";"10";"1023016126";"2018";"Октябрь";"";"";"";"";"";
"5475";"Марианна";"10";"1023016127";"2018";"Октябрь";"";"";"";"";"";
"5476";"Лилия";"10";"1023016128";"2018";"Октябрь";"";"";"";"";"";
"5477";"Светлана";"10";"1023016129";"2018";"Октябрь";"";"";"";"";"";
"5478";"Мира";"10";"1023016130";"2018";"Октябрь";"";"";"";"";"";
"5479";"Ярослава";"10";"1023016131";"2018";"Октябрь";"";"";"";"";"";
"5480";"Карина";"9";"1023016132";"2018";"Октябрь";"";"";"";"";"";
"5481";"Лея";"9";"1023016133";"2018";"Октябрь";"";"";"";"";"";
"5482";"Айша";"9";"1023016134";"2018";"Октябрь";"";"";"";"";"";
"5483";"Сумая";"9";"1023016135";"2018";"Октябрь";"";"";"";"";"";
"5484";"Хадиджа";"9";"1023016136";"2018";"Октябрь";"";"";"";"";"";
"5485";"Камила";"9";"1023016137";"2018";"Октябрь";"";"";"";"";"";
"5486";"Марина";"9";"1023016138";"2018";"Октябрь";"";"";"";"";"";
"5487";"Аврора";"9";"1023016139";"2018";"Октябрь";"";"";"";"";"";
"5488";"Теона";"9";"1023016140";"2018";"Октябрь";"";"";"";"";"";
"5489";"Малика";"8";"1023016141";"2018";"Октябрь";"";"";"";"";"";
"5490";"Каролина";"8";"1023016142";"2018";"Октябрь";"";"";"";"";"";
"5491";"Лада";"8";"1023016143";"2018";"Октябрь";"";"";"";"";"";
"5492";"Любовь";"8";"1023016144";"2018";"Октябрь";"";"";"";"";"";
"5493";"Сабина";"8";"1023016145";"2018";"Октябрь";"";"";"";"";"";
"5494";"Эмма";"8";"1023016146";"2018";"Октябрь";"";"";"";"";"";
"5495";"Аделя";"8";"1023016147";"2018";"Октябрь";"";"";"";"";"";
"5496";"Лидия";"7";"1023016148";"2018";"Октябрь";"";"";"";"";"";
"5497";"Олеся";"7";"1023016149";"2018";"Октябрь";"";"";"";"";"";
"5498";"Айлин";"7";"1023016150";"2018";"Октябрь";"";"";"";"";"";
"5499";"Раяна";"7";"1023016151";"2018";"Октябрь";"";"";"";"";"";
"5500";"Николь";"7";"1023016152";"2018";"Октябрь";"";"";"";"";"";
"5501";"Мария";"236";"1023016153";"2018";"Ноябрь";"";"";"";"";"";
"5502";"Анна";"229";"1023016154";"2018";"Ноябрь";"";"";"";"";"";
"5503";"Анастасия";"216";"1023016155";"2018";"Ноябрь";"";"";"";"";"";
"5504";"София";"205";"1023016156";"2018";"Ноябрь";"";"";"";"";"";
"5505";"Алиса";"191";"1023016157";"2018";"Ноябрь";"";"";"";"";"";
"5506";"Виктория";"176";"1023016158";"2018";"Ноябрь";"";"";"";"";"";
"5507";"Елизавета";"175";"1023016159";"2018";"Ноябрь";"";"";"";"";"";
"5508";"Полина";"153";"1023016160";"2018";"Ноябрь";"";"";"";"";"";
"5509";"Александра";"150";"1023016161";"2018";"Ноябрь";"";"";"";"";"";
"5510";"Варвара";"131";"1023016162";"2018";"Ноябрь";"";"";"";"";"";
"5511";"Екатерина";"126";"1023016163";"2018";"Ноябрь";"";"";"";"";"";
"5512";"Ева";"125";"1023016164";"2018";"Ноябрь";"";"";"";"";"";
"5513";"Ксения";"114";"1023016165";"2018";"Ноябрь";"";"";"";"";"";
"5514";"Дарья";"114";"1023016166";"2018";"Ноябрь";"";"";"";"";"";
"5515";"Вероника";"113";"1023016167";"2018";"Ноябрь";"";"";"";"";"";
"5516";"Арина";"108";"1023016168";"2018";"Ноябрь";"";"";"";"";"";
"5517";"Милана";"90";"1023016169";"2018";"Ноябрь";"";"";"";"";"";
"5518";"Ульяна";"83";"1023016170";"2018";"Ноябрь";"";"";"";"";"";
"5519";"Василиса";"81";"1023016171";"2018";"Ноябрь";"";"";"";"";"";
"5520";"Софья";"72";"1023016172";"2018";"Ноябрь";"";"";"";"";"";
"5521";"Валерия";"68";"1023016173";"2018";"Ноябрь";"";"";"";"";"";
"5522";"Алёна";"64";"1023016174";"2018";"Ноябрь";"";"";"";"";"";
"5523";"Маргарита";"60";"1023016175";"2018";"Ноябрь";"";"";"";"";"";
"5524";"Кира";"59";"1023016176";"2018";"Ноябрь";"";"";"";"";"";
"5525";"Таисия";"55";"1023016177";"2018";"Ноябрь";"";"";"";"";"";
"5526";"Мирослава";"54";"1023016178";"2018";"Ноябрь";"";"";"";"";"";
"5527";"Амина";"52";"1023016179";"2018";"Ноябрь";"";"";"";"";"";
"5528";"Вера";"47";"1023016180";"2018";"Ноябрь";"";"";"";"";"";
"5529";"Алина";"42";"1023016181";"2018";"Ноябрь";"";"";"";"";"";
"5530";"Сафия";"39";"1023016182";"2018";"Ноябрь";"";"";"";"";"";
"5531";"Ольга";"39";"1023016183";"2018";"Ноябрь";"";"";"";"";"";
"5532";"Злата";"39";"1023016184";"2018";"Ноябрь";"";"";"";"";"";
"5533";"Стефания";"37";"1023016185";"2018";"Ноябрь";"";"";"";"";"";
"5534";"Евгения";"35";"1023016186";"2018";"Ноябрь";"";"";"";"";"";
"5535";"Кристина";"34";"1023016187";"2018";"Ноябрь";"";"";"";"";"";
"5536";"Марьям";"33";"1023016188";"2018";"Ноябрь";"";"";"";"";"";
"5537";"Юлия";"31";"1023016189";"2018";"Ноябрь";"";"";"";"";"";
"5538";"Ангелина";"31";"1023016190";"2018";"Ноябрь";"";"";"";"";"";
"5539";"Агата";"30";"1023016191";"2018";"Ноябрь";"";"";"";"";"";
"5540";"Амелия";"30";"1023016192";"2018";"Ноябрь";"";"";"";"";"";
"5541";"Николь";"30";"1023016193";"2018";"Ноябрь";"";"";"";"";"";
"5542";"Эмилия";"28";"1023016194";"2018";"Ноябрь";"";"";"";"";"";
"5543";"Мия";"28";"1023016195";"2018";"Ноябрь";"";"";"";"";"";
"5544";"Диана";"27";"1023016196";"2018";"Ноябрь";"";"";"";"";"";
"5545";"Есения";"27";"1023016197";"2018";"Ноябрь";"";"";"";"";"";
"5546";"Яна";"26";"1023016198";"2018";"Ноябрь";"";"";"";"";"";
"5547";"Аделина";"25";"1023016199";"2018";"Ноябрь";"";"";"";"";"";
"5548";"Елена";"24";"1023016200";"2018";"Ноябрь";"";"";"";"";"";
"5549";"Ника";"24";"1023016201";"2018";"Ноябрь";"";"";"";"";"";
"5550";"Надежда";"24";"1023016202";"2018";"Ноябрь";"";"";"";"";"";
"5551";"Дарина";"23";"1023016203";"2018";"Ноябрь";"";"";"";"";"";
"5552";"Ирина";"23";"1023016204";"2018";"Ноябрь";"";"";"";"";"";
"5553";"Татьяна";"21";"1023016205";"2018";"Ноябрь";"";"";"";"";"";
"5554";"Марина";"20";"1023016206";"2018";"Ноябрь";"";"";"";"";"";
"5555";"Ариана";"20";"1023016207";"2018";"Ноябрь";"";"";"";"";"";
"5556";"Майя";"19";"1023016208";"2018";"Ноябрь";"";"";"";"";"";
"5557";"Мира";"19";"1023016209";"2018";"Ноябрь";"";"";"";"";"";
"5558";"Ясмина";"18";"1023016210";"2018";"Ноябрь";"";"";"";"";"";
"5559";"Самира";"18";"1023016211";"2018";"Ноябрь";"";"";"";"";"";
"5560";"Марьяна";"18";"1023016212";"2018";"Ноябрь";"";"";"";"";"";
"5561";"Алия";"17";"1023016213";"2018";"Ноябрь";"";"";"";"";"";
"5562";"Зоя";"17";"1023016214";"2018";"Ноябрь";"";"";"";"";"";
"5563";"Оливия";"17";"1023016215";"2018";"Ноябрь";"";"";"";"";"";
"5564";"Мелания";"17";"1023016216";"2018";"Ноябрь";"";"";"";"";"";
"5565";"Фатима";"16";"1023016217";"2018";"Ноябрь";"";"";"";"";"";
"5566";"Ярослава";"15";"1023016218";"2018";"Ноябрь";"";"";"";"";"";
"5567";"Мадина";"14";"1023016219";"2018";"Ноябрь";"";"";"";"";"";
"5568";"Марианна";"14";"1023016220";"2018";"Ноябрь";"";"";"";"";"";
"5569";"Амалия";"13";"1023016221";"2018";"Ноябрь";"";"";"";"";"";
"5570";"Малика";"13";"1023016222";"2018";"Ноябрь";"";"";"";"";"";
"5571";"Аиша";"13";"1023016223";"2018";"Ноябрь";"";"";"";"";"";
"5572";"Амира";"13";"1023016224";"2018";"Ноябрь";"";"";"";"";"";
"5573";"Агния";"13";"1023016225";"2018";"Ноябрь";"";"";"";"";"";
"5574";"Лилия";"13";"1023016226";"2018";"Ноябрь";"";"";"";"";"";
"5575";"Светлана";"13";"1023016227";"2018";"Ноябрь";"";"";"";"";"";
"5576";"Милена";"13";"1023016228";"2018";"Ноябрь";"";"";"";"";"";
"5577";"Нина";"13";"1023016229";"2018";"Ноябрь";"";"";"";"";"";
"5578";"Серафима";"13";"1023016230";"2018";"Ноябрь";"";"";"";"";"";
"5579";"Хадиджа";"12";"1023016231";"2018";"Ноябрь";"";"";"";"";"";
"5580";"Евангелина";"12";"1023016232";"2018";"Ноябрь";"";"";"";"";"";
"5581";"Любовь";"12";"1023016233";"2018";"Ноябрь";"";"";"";"";"";
"5582";"Лидия";"11";"1023016234";"2018";"Ноябрь";"";"";"";"";"";
"5583";"Альбина";"11";"1023016235";"2018";"Ноябрь";"";"";"";"";"";
"5584";"Айлин";"11";"1023016236";"2018";"Ноябрь";"";"";"";"";"";
"5585";"Владислава";"10";"1023016237";"2018";"Ноябрь";"";"";"";"";"";
"5586";"Лейла";"10";"1023016238";"2018";"Ноябрь";"";"";"";"";"";
"5587";"Раяна";"10";"1023016239";"2018";"Ноябрь";"";"";"";"";"";
"5588";"Антонина";"10";"1023016240";"2018";"Ноябрь";"";"";"";"";"";
"5589";"Камила";"9";"1023016241";"2018";"Ноябрь";"";"";"";"";"";
"5590";"Карина";"8";"1023016242";"2018";"Ноябрь";"";"";"";"";"";
"5591";"Лея";"8";"1023016243";"2018";"Ноябрь";"";"";"";"";"";
"5592";"Элина";"8";"1023016244";"2018";"Ноябрь";"";"";"";"";"";
"5593";"Пелагея";"8";"1023016245";"2018";"Ноябрь";"";"";"";"";"";
"5594";"Камилла";"8";"1023016246";"2018";"Ноябрь";"";"";"";"";"";
"5595";"Медина";"8";"1023016247";"2018";"Ноябрь";"";"";"";"";"";
"5596";"Аврора";"8";"1023016248";"2018";"Ноябрь";"";"";"";"";"";
"5597";"Теона";"8";"1023016249";"2018";"Ноябрь";"";"";"";"";"";
"5598";"Сабина";"8";"1023016250";"2018";"Ноябрь";"";"";"";"";"";
"5599";"Эмма";"8";"1023016251";"2018";"Ноябрь";"";"";"";"";"";
"5600";"Виолетта";"7";"1023016252";"2018";"Ноябрь";"";"";"";"";"";
"5601";"Мария";"208";"1023016253";"2018";"Декабрь";"";"";"";"";"";
"5602";"Алиса";"192";"1023016254";"2018";"Декабрь";"";"";"";"";"";
"5603";"Анна";"182";"1023016255";"2018";"Декабрь";"";"";"";"";"";
"5604";"София";"179";"1023016256";"2018";"Декабрь";"";"";"";"";"";
"5605";"Виктория";"173";"1023016257";"2018";"Декабрь";"";"";"";"";"";
"5606";"Екатерина";"162";"1023016258";"2018";"Декабрь";"";"";"";"";"";
"5607";"Анастасия";"157";"1023016259";"2018";"Декабрь";"";"";"";"";"";
"5608";"Полина";"155";"1023016260";"2018";"Декабрь";"";"";"";"";"";
"5609";"Варвара";"149";"1023016261";"2018";"Декабрь";"";"";"";"";"";
"5610";"Елизавета";"138";"1023016262";"2018";"Декабрь";"";"";"";"";"";
"5611";"Александра";"125";"1023016263";"2018";"Декабрь";"";"";"";"";"";
"5612";"Арина";"125";"1023016264";"2018";"Декабрь";"";"";"";"";"";
"5613";"Ева";"121";"1023016265";"2018";"Декабрь";"";"";"";"";"";
"5614";"Ксения";"108";"1023016266";"2018";"Декабрь";"";"";"";"";"";
"5615";"Дарья";"105";"1023016267";"2018";"Декабрь";"";"";"";"";"";
"5616";"Вероника";"101";"1023016268";"2018";"Декабрь";"";"";"";"";"";
"5617";"Милана";"98";"1023016269";"2018";"Декабрь";"";"";"";"";"";
"5618";"Василиса";"91";"1023016270";"2018";"Декабрь";"";"";"";"";"";
"5619";"Ульяна";"75";"1023016271";"2018";"Декабрь";"";"";"";"";"";
"5620";"Валерия";"72";"1023016272";"2018";"Декабрь";"";"";"";"";"";
"5621";"Софья";"72";"1023016273";"2018";"Декабрь";"";"";"";"";"";
"5622";"Кира";"64";"1023016274";"2018";"Декабрь";"";"";"";"";"";
"5623";"Вера";"60";"1023016275";"2018";"Декабрь";"";"";"";"";"";
"5624";"Амина";"60";"1023016276";"2018";"Декабрь";"";"";"";"";"";
"5625";"Мирослава";"49";"1023016277";"2018";"Декабрь";"";"";"";"";"";
"5626";"Таисия";"47";"1023016278";"2018";"Декабрь";"";"";"";"";"";
"5627";"Стефания";"42";"1023016279";"2018";"Декабрь";"";"";"";"";"";
"5628";"Маргарита";"42";"1023016280";"2018";"Декабрь";"";"";"";"";"";
"5629";"Алёна";"42";"1023016281";"2018";"Декабрь";"";"";"";"";"";
"5630";"Алина";"41";"1023016282";"2018";"Декабрь";"";"";"";"";"";
"5631";"Агата";"36";"1023016283";"2018";"Декабрь";"";"";"";"";"";
"5632";"Есения";"35";"1023016284";"2018";"Декабрь";"";"";"";"";"";
"5633";"Юлия";"33";"1023016285";"2018";"Декабрь";"";"";"";"";"";
"5634";"Диана";"33";"1023016286";"2018";"Декабрь";"";"";"";"";"";
"5635";"Эмилия";"33";"1023016287";"2018";"Декабрь";"";"";"";"";"";
"5636";"Ангелина";"30";"1023016288";"2018";"Декабрь";"";"";"";"";"";
"5637";"Аделина";"29";"1023016289";"2018";"Декабрь";"";"";"";"";"";
"5638";"Татьяна";"28";"1023016290";"2018";"Декабрь";"";"";"";"";"";
"5639";"Амелия";"28";"1023016291";"2018";"Декабрь";"";"";"";"";"";
"5640";"Сафия";"28";"1023016292";"2018";"Декабрь";"";"";"";"";"";
"5641";"Кристина";"28";"1023016293";"2018";"Декабрь";"";"";"";"";"";
"5642";"Ольга";"28";"1023016294";"2018";"Декабрь";"";"";"";"";"";
"5643";"Мия";"26";"1023016295";"2018";"Декабрь";"";"";"";"";"";
"5644";"Злата";"26";"1023016296";"2018";"Декабрь";"";"";"";"";"";
"5645";"Майя";"24";"1023016297";"2018";"Декабрь";"";"";"";"";"";
"5646";"Ирина";"24";"1023016298";"2018";"Декабрь";"";"";"";"";"";
"5647";"Николь";"24";"1023016299";"2018";"Декабрь";"";"";"";"";"";
"5648";"Евгения";"22";"1023016300";"2018";"Декабрь";"";"";"";"";"";
"5649";"Яна";"21";"1023016301";"2018";"Декабрь";"";"";"";"";"";
"5650";"Марьям";"21";"1023016302";"2018";"Декабрь";"";"";"";"";"";
"5651";"Оливия";"21";"1023016303";"2018";"Декабрь";"";"";"";"";"";
"5652";"Нина";"21";"1023016304";"2018";"Декабрь";"";"";"";"";"";
"5653";"Алия";"19";"1023016305";"2018";"Декабрь";"";"";"";"";"";
"5654";"Ника";"19";"1023016306";"2018";"Декабрь";"";"";"";"";"";
"5655";"Ярослава";"19";"1023016307";"2018";"Декабрь";"";"";"";"";"";
"5656";"Лея";"17";"1023016308";"2018";"Декабрь";"";"";"";"";"";
"5657";"Амира";"16";"1023016309";"2018";"Декабрь";"";"";"";"";"";
"5658";"Самира";"15";"1023016310";"2018";"Декабрь";"";"";"";"";"";
"5659";"Амалия";"14";"1023016311";"2018";"Декабрь";"";"";"";"";"";
"5660";"Элина";"14";"1023016312";"2018";"Декабрь";"";"";"";"";"";
"5661";"Медина";"14";"1023016313";"2018";"Декабрь";"";"";"";"";"";
"5662";"Милена";"14";"1023016314";"2018";"Декабрь";"";"";"";"";"";
"5663";"Елена";"13";"1023016315";"2018";"Декабрь";"";"";"";"";"";
"5664";"Надежда";"13";"1023016316";"2018";"Декабрь";"";"";"";"";"";
"5665";"Камилла";"13";"1023016317";"2018";"Декабрь";"";"";"";"";"";
"5666";"Фатима";"13";"1023016318";"2018";"Декабрь";"";"";"";"";"";
